name,name_ar,updated_en,sku,barcode,category,unit,supplier,cost_price,selling_price,quantity,min_stock,published
12*72,بلفيتا نخالة غنية بالالياف 12*72ج,12*72 12x72g,ITM-01964,,General,g,,0.00,0.00,0,5,yes
12*85,جلي زدني توت 12*85ج,12*85 12x85g,ITM-01658,,Personal Care,g,,0.00,0.00,0,5,yes
12*85,جلي زدني كرز 12*85جرام,12*85 12x85g,ITM-01661,,Personal Care,pcs,,0.00,0.00,0,5,yes
12*85,جيلي زدني كرز12*85ج,12*85 12x85g,ITM-10299,,General,g,,0.00,0.00,0,5,yes
12.5 10+2,نسكافة كابوتشينو 12.5ج10+2مجان,10+2 12.5,ITM-12592,,General,pcs,,0.00,0.00,0,5,yes
120 *120,موبي سفر اكل 120سم*120سم,120,ITM-16697,,General,pcs,,0.00,0.00,0,5,yes
120*120,جنا مفارش سفرة 120*120سم,120*120 120x120,ITM-04499,,General,pcs,,0.00,0.00,0,5,yes
120*120,سفرة جامبو 120*120سم,120*120 120x120,ITM-10585,,General,pcs,,0.00,0.00,0,5,yes
120*120,جامبو سفرة 120*120سم,120*120 120x120,ITM-15977,,General,pcs,,0.00,0.00,0,5,yes
125 3 +1,أنشانتر بودرة معطرة 125 ج 3 +1 مجانا,1 125g,ITM-17371,,Personal Care,g,,0.00,0.00,0,5,yes
125 Energizing Fa Soap,125جم energizing Fa صابون,Energizing Fa Soap 125g,ITM-00037,,Personal Care,g,,0.00,0.00,0,5,yes
125 Fa Soap,125جم Fa صابون,Fa Soap 125g,ITM-03450,,Personal Care,g,,0.00,0.00,0,5,yes
125 Passion Fruit Fa Soap,125جم passion fruit Fa صابون,Passion Fruit Fa Soap 125g,ITM-02246,,Personal Care,g,,0.00,0.00,0,5,yes
125 Vitalizing Aqua Fa Soap,125جم vitalizing aqua Fa صابون,Vitalizing Aqua Fa Soap 125g,ITM-00034,,Personal Care,g,,0.00,0.00,0,5,yes
125 Yoghut Aloe Vera Fa Soap,125جم yoghut aloe vera Fa صابون,Yoghut Aloe Vera Fa Soap 125g,ITM-00038,,Personal Care,g,,0.00,0.00,0,5,yes
1275 *85,سفر اكل كلوب 1275س*85,85 1275,ITM-08768,,General,pcs,,0.00,0.00,0,5,yes
12Knife,سكاكين صيني 12سكين,12Knife,ITM-08559,,General,pcs,,0.00,0.00,0,5,yes
12kas Shfaf,12كاس شفاف,12kas Shfaf,ITM-11700,,General,pcs,,0.00,0.00,0,5,yes
140*2,بارشوت جولد عناية 140*2م,140*2 140x2m,ITM-09363,,General,pcs,,0.00,0.00,0,5,yes
140*2,بارشوت جولد معالج 140*2م,140*2 140x2m,ITM-09364,,General,pcs,,0.00,0.00,0,5,yes
15% 1.8,مزيل البقع فانيش سائل خصم 15% 1.8لتر,Remover Liquid 15 1.8L,ITM-06706,,General,L,,0.00,0.00,0,5,yes
15*55,اكياس نفايات سانيتا كلوب 15*55جالون,Sanita 15*55 15x55,ITM-04047,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
150 10+2,فاين فلافي 150منديل10+2,Fine 10+2 150,ITM-16744,,General,pcs,,0.00,0.00,0,5,yes
150 CHANCE,150مل CHANCE امور مزيل عرق نسائى بخاخ,CHANCE Deodorant 150ml,ITM-13377,,General,ml,,0.00,0.00,0,5,yes
150 SEY,150مل SEY امور مزيل عرق نسائى بخاخ,SEY Deodorant 150ml,ITM-13376,,General,ml,,0.00,0.00,0,5,yes
1500 063_0023,مغراف 1500عماني 063_0023,063_0023 1500,ITM-07814,,General,pcs,,0.00,0.00,0,5,yes
1500W,1500W مفتاح كهربائي,1500W Electric,ITM-13896,,General,pcs,,0.00,0.00,0,5,yes
1568 24+4,ساديا برجر بقري 1568غم 24+4,Burger 24+4 1568g,ITM-16660,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
15Table Cover,سفر اكل موج 15مفرش,Table Cover 15,ITM-12343,,General,pcs,,0.00,0.00,0,5,yes
16Pads,حفائض برايفت 16فوطة,Diapers 16Pads,ITM-08205,,Personal Care,pcs,,0.00,0.00,0,5,yes
17 28+4,بيك ون اصابع ويفر 17غم 28+4,28+4 17g,ITM-04976,,Snacks & Confectionery,pcs,,0.00,0.00,0,5,yes
17 Table Cover,هلا مفارش سفرة 17 مفرش,Table Cover 17,ITM-17914,,General,pcs,,0.00,0.00,0,5,yes
17*25,ملاس معدن سميك يد قصير 17*25,17*25 17x25,ITM-06517,,General,pcs,,0.00,0.00,0,5,yes
17+7 57,بونتئ 17+7 مجانا 57 جرام,17+7 17 57g,ITM-18207,,General,pcs,,0.00,0.00,0,5,yes
18*1500,اكياس علاقي مقاس 18*1500,18*1500 18x1500,ITM-14444,,General,pcs,,0.00,0.00,0,5,yes
18*18,كليجا الشهد 18*18جم,18*18 18x18g,ITM-13530,,General,g,,0.00,0.00,0,5,yes
18/3,صحون مقسمة 18/3,18/3,ITM-14222,,General,pcs,,0.00,0.00,0,5,yes
1800 10%,نيدو المدعم 1800جم 10%مجانا,Nydw Almdam 1800jm Mjana 1800g,ITM-11945,,General,kg,,0.00,0.00,0,5,yes
1800 10%,نيدو المدعم 1800جرام 10%مجانا,Nydw Almdam 1800jram Mjana 1800g,ITM-13754,,General,pcs,,0.00,0.00,0,5,yes
1800 10%,نيدو المدعم 1800جم 10%مجانا,Nydw Almdam 1800jm Mjana 1800g,ITM-15103,,General,kg,,0.00,0.00,0,5,yes
1800 15 %,نيدو المدعم 1800جم15 %خصم,Nydw Almdam Jm15 Khsm 1800g,ITM-16117,,General,kg,,0.00,0.00,0,5,yes
180W Coffee,180Wمطحنة التوابل والقهوة والفاكهة الجافة,180W Coffee,ITM-13157,,Beverages,pcs,,0.00,0.00,0,5,yes
18Diapers,حفائض برايفت 18حفاض,Diapers 18Diapers,ITM-08204,,Personal Care,pcs,,0.00,0.00,0,5,yes
19.7+8 MS1,صواني زجاج 19.7+8 MS1,Trays Glass 19.7+8 MS1,ITM-07864,,General,pcs,,0.00,0.00,0,5,yes
196*210,فاين سمايل 196*210م,Fine 196*210 196x210m,ITM-06561,,General,pcs,,0.00,0.00,0,5,yes
1Almarai 400,نيورالاك 1المراعي 400ج,1Almarai 1 400g,ITM-04587,,General,g,,0.00,0.00,0,5,yes
1Almarai 900,نيورالاك 1المراعي 900جم,1Almarai 1 900g,ITM-04335,,General,g,,0.00,0.00,0,5,yes
1Milk 900,بيبيلاك 1حليب للرضع 900جرام,Bebelac 1Milk 1 900g,ITM-04974,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
1PL8,صواني زجاج 1PL8,Trays Glass 1PL8,ITM-07868,,General,pcs,,0.00,0.00,0,5,yes
1abnyskfy Syts,1ابنيسكفي سيتس,1abnyskfy Syts,ITM-00314,,General,pcs,,0.00,0.00,0,5,yes
2 +,رقائق سمبوسة سويتز 2ك+علبة بلاستيك,Can 2kg,ITM-07858,,Bread & Bakery,kg,,0.00,0.00,0,5,yes
2 +1,قصدير موج 2 حبة+1 مجانا,Pcs+1 2pcs,ITM-14250,,General,pcs,,0.00,0.00,0,5,yes
2 +1 +2,طقم 2ثلاجة +1صحن تقديم +2 مطايب,2Cooler +1 +2,ITM-12888,,General,pcs,,0.00,0.00,0,5,yes
2 4*72 10%,دريم ويب صغير 2مغلفات 4*72غم 10%خم,Small 4*72 2 4x72g,ITM-13540,,General,pcs,,0.00,0.00,0,5,yes
2 68Diapers,حفائض بيبي جوي رقم 2 68حفاض,Diapers 68Diapers 2,ITM-07993,,Personal Care,pcs,,0.00,0.00,0,5,yes
2 Almarai 900,نيورالاك 2 المراعي 900جم,Almarai 2 900g,ITM-04585,,General,g,,0.00,0.00,0,5,yes
2 Hair500,مكرونة بيتني 2 شعر500ج,Pasta Hair500 2 500g,ITM-10386,,Rice & Grains,g,,0.00,0.00,0,5,yes
2 Milk 400,نوفالاك 2 حليب اطفال 400جم,Milk Kids 2 400g,ITM-12515,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
2 Milk 800,نوفالاك 2 حليب اطفال متابعة 800جم,Milk Kids 2 800g,ITM-12517,,Dairy & Eggs,g,,0.00,0.00,0,5,yes
2 Milk 90,بيبيلاك 2 حليب للرضع 90جرام,Bebelac Milk 2 90g,ITM-05419,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
2 Milk 900,سيميلاك غين 2 حليب اطفال 900 جرام,Milk Kids 2 900g,ITM-03490,,Dairy & Eggs,pcs,,0.00,0.00,0,5,yes
2 Riyal,2 Riyal,2 Riyal,849,,General,pcs,,0.00,2.00,0,5,yes
2(STAR),قدر الرضوان 2(STAR),Pot STAR 2,ITM-01650,,General,pcs,,0.00,0.00,0,5,yes
2* 2,موبي منعم ومعطر للأقمشة أزرق 2* 2لتر,2* 2 2L,ITM-16729,,Personal Care,L,,0.00,0.00,0,5,yes
2* 2,موبي منعم ومعطرللأقمشة وردى 2* 2 لتر,2* 2 2L,ITM-16730,,Personal Care,L,,0.00,0.00,0,5,yes
2* 228,جليندا دايجيستف قمح 2* 228جم عرض خاص,2* 2 228g,ITM-12867,,Personal Care,g,,0.00,0.00,0,5,yes
2* 300,ريد مبيد الحشرات2* 300مل عرض,Handle 2* 2 300ml,ITM-04383,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
2* 300,ريد مبيد حشرات2* 300مل عرض,Handle 2* 2 300ml,ITM-12471,,Household & Cleaning,ml,,0.00,0.00,0,5,yes
2* 380,جليندا دايجيستف قمح 2* 380جم عرض خاص,2* 2 380g,ITM-12866,,Personal Care,g,,0.00,0.00,0,5,yes
2* 40,تشبز بخلاصة الصبار2* 40منديل,2*,ITM-17689,,General,pcs,,0.00,0.00,0,5,yes
2* 500,عسل الغابة السوداء 2* 500جم عرض,2* 2 500g,ITM-08641,,General,g,,0.00,0.00,0,5,yes
2* 500 20%,جف بالحبيبات 2* 500مل20%خصم,2* 2 500ml,ITM-13821,,General,L,,0.00,0.00,0,5,yes
2* 500 20%0,جف كريم للتنظيف بالحبيبات 2* 500 مل خصم 20%0,2* 2 500ml,ITM-17453,,Personal Care,L,,0.00,0.00,0,5,yes
2*1,خلاط وعصارات 2*1,2*1 2x1,ITM-03067,,General,pcs,,0.00,0.00,0,5,yes
2*1,عدسات تكبير 2*1,Lentils Large 2*1 2x1,ITM-14544,,Rice & Grains,pcs,,0.00,0.00,0,5,yes
2*1 +500,ماس باليمون الصحون 2*1لتر+500مل,2*1 +500 2x1L 500ml,ITM-04979,,General,L,,0.00,0.00,0,5,yes
2*120,سجنل مع العرض 2*120م,2*120 2x120m,ITM-11159,,General,pcs,,0.00,0.00,0,5,yes
2*140,دانيت جراند 2*140جم,2*140 2x140g,ITM-14580,,General,g,,0.00,0.00,0,5,yes
2*15%,قصدير ديموند 2*15%خصم,2*15 2x15,ITM-07995,,General,pcs,,0.00,0.00,0,5,yes
2*2,سلكي منعم الانسجة الاركيد البري 2*2لتر عرض خاص,Scrubber 2*2 2x2L,ITM-08150,,General,L,,0.00,0.00,0,5,yes
2*2,سلكي منعم الانسجة السيل البارد 2*2لتر عرض خاص,Scrubber 2*2 2x2L,ITM-11893,,General,L,,0.00,0.00,0,5,yes
2*2,حنين ملطف ملابس بالياسمين 2*2لتر,2*2 2x2L,ITM-14663,,General,L,,0.00,0.00,0,5,yes
2*2,حنين ملطف ملابس زهور 2*2لتر,2*2 2x2L,ITM-14665,,General,L,,0.00,0.00,0,5,yes
2*24Diapers,حفائض بيبي فاين2*24حفاض,Diapers Fine Baby2*24Diapers 2x24,ITM-00465,,Personal Care,pcs,,0.00,0.00,0,5,yes
2*250 +1 125,أنشانتر لوشن معطر للجسم 2*250 مل +1بودرة 125 ج عرض خاص,2*250 +1 2x250ml 125g,ITM-17370,,Personal Care,ml,,0.00,0.00,0,5,yes
2*32,البقرة الضاحكة جديد 2*32قطعة عرض خاص,2*32 2x32,ITM-12784,,Meat & Poultry,pcs,,0.00,0.00,0,5,yes
2*375,كلوقز كورن فلكس 2*375ج,Corn 2*375 2x375g,ITM-06407,,General,g,,0.00,0.00,0,5,yes
2*4,برايتكس 2*4لتر,2*4 2x4L,ITM-11310,,General,L,,0.00,0.00,0,5,yes
2*40,باطوق للعلك مستكة طبيعية 2*40,2*40 2x40,ITM-00932,,General,pcs,,0.00,0.00,0,5,yes
2*40,سنكرس 2*40غم,Snickers 2*40 2x40g,ITM-11597,,General,pcs,,0.00,0.00,0,5,yes
2*400,مريتو الاصيل 2*400العرض الخاص,2*400 2x400,ITM-04950,,General,pcs,,0.00,0.00,0,5,yes
2*450,كوفي مايت 2*450ج,2*450 2x450g,ITM-09028,,General,g,,0.00,0.00,0,5,yes
2*48,حفائض سانيتا بامبي 2*48,Diapers Sanita Pampers 2*48 2x48,ITM-08618,,General,pcs,,0.00,0.00,0,5,yes
2*5,حافظات طاسات 2*5حبة,2*5Pcs 2x5pcs,ITM-02591,,General,pcs,,0.00,0.00,0,5,yes
2*500,كلوقز كورن فليكس 2*500جرام,Corn Flakes 2*500 2x500g,ITM-04368,,General,pcs,,0.00,0.00,0,5,yes
2*500,مزيل البقع فانيش 2*500مل,Remover 2*500 2x500ml,ITM-04438,,General,L,,0.00,0.00,0,5,yes
2*500,مريتو الاصيل مع العرض2*500,2*500 2x500,ITM-04820,,General,pcs,,0.00,0.00,0,5,yes
2*500,كلينكس مناشف مطبخ عبوة اقتصادية 2*500متر,2*500 2x500m,ITM-12672,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
2*500 20%,مزيل بقع فانيش 2*500مل20%خصم,Remover 2*500 2x500ml,ITM-05726,,General,L,,0.00,0.00,0,5,yes
2*500W,2*500W مفتاح كهربائي,2*500W Electric 2x500,ITM-13897,,General,pcs,,0.00,0.00,0,5,yes
2*700,يودو ملمع زجاج2*700مل,Glass2*700 2x700ml,ITM-14237,,General,L,,0.00,0.00,0,5,yes
2*750,هاربيك منعش صنوبر2*750 ملي مع العرض,2*750 2x750ml,ITM-05375,,General,L,,0.00,0.00,0,5,yes
2*750+500,داك مع العرض 2*750+500ملي مجان,Dac 2*750+500 2x750 500ml,ITM-05132,,General,L,,0.00,0.00,0,5,yes
2*800 *,سائل تنظيف الأواني وان برائحة اليمون 2*800مل*,Liquid Scented 2*800 2x800ml,ITM-11309,,General,L,,0.00,0.00,0,5,yes
2+1,سيفة لولبية للتنضيف 2+1مجان,2+1,ITM-01035,,General,pcs,,0.00,0.00,0,5,yes
2+1,موج ليف صحون 2+1 مجان,2+1,ITM-03469,,General,pcs,,0.00,0.00,0,5,yes
2+1,موج ليف صحون الاصلي 2+1 مجان,2+1,ITM-03470,,General,pcs,,0.00,0.00,0,5,yes
2+1,كويك بخاخ النشاء2+1,2+1,ITM-05840,,General,pcs,,0.00,0.00,0,5,yes
2+1,سلك ستانلس مموج عرض 2+1,Scrubber Stainless 2+1,ITM-11848,,General,pcs,,0.00,0.00,0,5,yes
2+1,موج مفارش سفرة مخرمة 2+1 عرض خاص,2+1,ITM-13525,,General,pcs,,0.00,0.00,0,5,yes
2+1*100,بف باف بودرة قاتلة للحشرات 2+1*100غم عرض,2+1*100 2 1x100g,ITM-12182,,Household & Cleaning,pcs,,0.00,9.00,0,5,yes
2+1*200,عيدان اذن سانيتا شارم2+1*200 حبه,Sanita 2+1*200 2 1x200pcs,ITM-12444,,General,pcs,,0.00,0.00,0,5,yes
2+1Disinfectant,داك بقوق الليمون 2+1مطهر,Dac 2+1 Disinfectant,ITM-05316,,General,pcs,,0.00,0.00,0,5,yes
2.1 PI23,صواني زجاج صيني مدور 2.1 PI23,Trays Glass PI23 2.1,ITM-01700,,General,pcs,,0.00,0.00,0,5,yes
2.5 +250,فانتا حمضيات 2.5لتر+250مل,250 2.5L 250ml,ITM-04480,,General,L,,0.00,0.00,0,5,yes
2.9/3 PL4,صواني قزاز مفرد2.9/3 PL4,Trays 2.9/3 PL4,ITM-07865,,General,pcs,,0.00,0.00,0,5,yes
20 *30,صينية فرن مستطيله20س*30س الزهراني,30 20,ITM-01698,,General,pcs,,0.00,0.00,0,5,yes
20 *30 0,صينية فرن مستطيله20س*30س الزهراني0,30 20,ITM-01699,,General,pcs,,0.00,0.00,0,5,yes
20 Table Cover,مفارش سفرة 20 مفرش,Table Cover 20,ITM-16613,,General,pcs,,0.00,0.00,0,5,yes
20*30,اكياس نفايات سانيتا كلوب 20*30جالون,Sanita 20*30 20x30,ITM-00291,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
20*50,اكياس نفايات سانيتا كلوب 20*50جالون,Sanita 20*50 20x50,ITM-04048,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
200 + +4 3,نسكافية 200ج+كوب +4كوفي ميت 3ج,4 200g 3g,ITM-05918,,General,g,,0.00,0.00,0,5,yes
200 +10%,نسكافة رد مج 200جم +10% مجانا,10 200g,ITM-12844,,General,g,,0.00,0.00,0,5,yes
200 Aqua,200ملaquaمزيل عرق روكسونا,AquaDeodorant Rexona 200ml,ITM-14042,,General,ml,,0.00,15.00,0,5,yes
200 Eggs,سيلفكرين 200مل بخلاصة البيض,Eggs 200ml,473,,Dairy & Eggs,ml,,0.00,8.00,0,5,yes
200 GXShampoo 5,200ملGXشامبو كلير للرجال 5,GXShampoo 200ml,ITM-01053,,Personal Care,ml,,0.00,0.00,0,5,yes
200 Radiant,200ملradiantمزيل عرق روكسونا,RadiantDeodorant Rexona 200ml,ITM-14040,,General,ml,,0.00,0.00,0,5,yes
200 Tropical,200ملtropicalمزيل عرق روكسونا,TropicalDeodorant Rexona 200ml,ITM-14041,,General,ml,,0.00,0.00,0,5,yes
200+200,مرطب جرجنز المسك 200+200م,200+200 200 200m,ITM-03966,,General,pcs,,0.00,0.00,0,5,yes
205 *36 +6,كيت كات ويفر 205غم *36 +6 حبة مجانا,36 +6 205g 6pcs,ITM-12721,,Snacks & Confectionery,pcs,,0.00,0.00,0,5,yes
20Pads,حفائض برايفتميس تين 20فوطه,Diapers 20Pads,ITM-08584,,Personal Care,pcs,,0.00,0.00,0,5,yes
22*21,معمول الشهد 22*21ج,Maamoul 22*21 22x21g,ITM-09045,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
225 CHANCE,225مل CHANCE جارديون مزيل عرق نسائي بخاخ,CHANCE Dove Deodorant 225ml,ITM-13371,,General,ml,,0.00,0.00,0,5,yes
225 COCOS,225مل COCOS امور مزيل عرق بخاخ,COCOS Deodorant 225ml,ITM-13297,,General,ml,,0.00,0.00,0,5,yes
225 COCOSHA,225 مل COCOSHA جارديون مزيل عرق نسائي بخاخ,COCOSHA Dove Deodorant 225ml,ITM-13372,,General,ml,,0.00,0.00,0,5,yes
225 ESC SEXY,225مل ESC SEXY امور مزيل عرق,ESC SEXY Deodorant 225ml,ITM-13292,,General,ml,,0.00,0.00,0,5,yes
225 FOR WOMAN,225مل FOR WOMAN امور مزيل عرق بخاخ,FOR WOMAN Deodorant 225ml,ITM-13293,,General,ml,,0.00,0.00,0,5,yes
225 LAVIN,225مل LAVIN امور مزيل عرق بخاخ,LAVIN Deodorant 225ml,ITM-13370,,General,ml,,0.00,0.00,0,5,yes
225 MEN,225مل MEN امور مزيل عرق بخاخ,MEN Deodorant 225ml,ITM-13296,,General,ml,,0.00,0.00,0,5,yes
225 SPORT,225مل SPORT جارديون مزيل عرق رجالي بخاخ,SPORT Dove Deodorant 225ml,ITM-13373,,General,ml,,0.00,0.00,0,5,yes
225 Sey,225مل Sey امور مزيل عرق بخاخ,Sey Deodorant 225ml,ITM-13295,,General,ml,,0.00,0.00,0,5,yes
225 VERSACE,225مل VERSACE امور مزيل عرق بخاخ,VERSACE Deodorant 225ml,ITM-13294,,General,ml,,0.00,0.00,0,5,yes
2250 +,نيدو المدعم كيس2250غم +نسكويك مجانا,Pack2250 2250g,ITM-14364,,General,pcs,,0.00,0.00,0,5,yes
2250 10%,نيدو المدعم كيس2250 جرام 10%زيادة مجانا,Pack2250 2250g,ITM-05569,,General,pcs,,0.00,0.00,0,5,yes
22Table Cover 20%,سانيتا سفرة مطوية للعائلة 22مفرش 20%خصم,Sanita Table Cover 22,ITM-13811,,General,pcs,,0.00,0.00,0,5,yes
23*300,اكياس علاقي مقاس 23*300,23*300 23x300,ITM-14445,,General,pcs,,0.00,0.00,0,5,yes
23+9 MS1,صواني زجاج 23+9سم MS1,Trays Glass 23+9 MS1,ITM-07863,,General,pcs,,0.00,0.00,0,5,yes
23W BURQ Bulb,23W BURQ لمبة,23W BURQ Bulb,ITM-14435,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
24 *24,كامبو حلوى الفاكهة الطرية 24اصبع *24ج,24 24 24g,ITM-08412,,General,g,,0.00,0.00,0,5,yes
24 *3,اكياس نفايات رول مصنع العقيد 24كيس *3رول,24Pack *3,ITM-08716,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
24* 20,نسكافي ضروف24* 20غم,24* 24 20g,ITM-15763,,General,pcs,,0.00,0.00,0,5,yes
24* 20 +4,نسكافي ضروف24* 20غم+4,24* +4 24 20g,ITM-16296,,General,pcs,,0.00,0.00,0,5,yes
24* 25,علي كافية ظروف24* 25جم,24* 24 25g,ITM-16088,,General,g,,0.00,0.00,0,5,yes
24*15,ويفر ماستر باكابشينو 24*15ج,24*15 24x15g,ITM-01746,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
24*15,معمول الشهد 24*15ج,Maamoul 24*15 24x15g,ITM-08341,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
24*180,راني حبيبات 24*180م,24*180 24x180m,ITM-05904,,General,pcs,,0.00,0.00,0,5,yes
24*20,فانتزي تشيز كير لز منتفخات الذرة 24*20ج,Corn 24*20 24x20g,ITM-03458,,Canned & Preserved,g,,0.00,0.00,0,5,yes
24*20,نسكافة مي كاب 24*20ج,24*20 24x20g,ITM-04052,,General,g,,0.00,0.00,0,5,yes
24*200,بلونا ليمون 24*200م,Luna 24*200 24x200m,ITM-01327,,General,pcs,,0.00,0.00,0,5,yes
24*21,معمول الشهد 24*21جم,Maamoul 24*21 24x21g,ITM-00608,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
24*22,حلوى جلي بنكهة الفواكة الاصطناعية 24*22ج,24*22 24x22g,ITM-12001,,Personal Care,g,,0.00,0.00,0,5,yes
24*250,شراب بايسن 24*250م,Syrup 24*250 24x250m,ITM-02490,,General,pcs,,0.00,5.00,0,5,yes
24*35,شراب لينداء 24*35م,Syrup 24*35 24x35m,ITM-06309,,General,pcs,,0.00,0.00,0,5,yes
24*400,بزاليا لونا 24*400ج,Luna Luna 24*400 24x400g,ITM-01296,,General,g,,0.00,0.00,0,5,yes
24*46,ويفر كيت كات 24*46ج,24*46 24x46g,ITM-02568,,Snacks & Confectionery,g,,0.00,0.00,0,5,yes
24*500,شراب فيزي ويزي 24*500م,Syrup 24*500 24x500m,ITM-06320,,General,pcs,,0.00,0.00,0,5,yes
24+4,نسكافي باكت24+4مجان,24+4,ITM-09029,,General,pcs,,0.00,0.00,0,5,yes
244*251,كلينكس الفة مناشف مطبخ طبقتين 244*251م م,244*251 244x251m,ITM-13631,,Household & Cleaning,pcs,,0.00,0.00,0,5,yes
25*38,لواكر جاردنابجوز الهند 25*38ج,25*38 25x38g,ITM-07319,,General,g,,0.00,0.00,0,5,yes
25*58,توكس25*58ج,25*58 25x58g,ITM-02206,,General,g,,0.00,0.00,0,5,yes
250 Breeze,250 جرامBreezeعسل طبيعي,Breeze 250g,ITM-00222,,General,pcs,,0.00,0.00,0,5,yes
250*6,كسات بيسل 250*6حبة,250*6Pcs 250x6pcs,ITM-01723,,General,pcs,,0.00,0.00,0,5,yes
250*6 ..,كسات بيسل 250*6حبة ..,250*6Pcs .. 250x6pcs,ITM-01724,,General,pcs,,0.00,0.00,0,5,yes
2500 15 %,نيدو المدعم 2500جم15 %خصم,Nydw Almdam Jm15 Khsm 2500g,ITM-17686,,General,kg,,0.00,0.00,0,5,yes
2500 15 %,نيدو المدعم 2500جم 15 %خصم,Nydw Almdam 2500jm Khsm 2500g,ITM-17716,,General,kg,,0.00,0.00,0,5,yes
2500 15%,نيدو المدعم 2500 جم15%خصم,Nydw Almdam Jm15 Khsm 2500g,ITM-03506,,General,kg,,0.00,85.00,0,5,yes
27*250,فمتو بنكهة الفواكه27*250م,27*250 27x250m,ITM-09972,,General,pcs,,0.00,0.00,0,5,yes
27- 1294,27-مقلاة ياباني اسود 1294,27-,ITM-13214,,General,pcs,,0.00,0.00,0,5,yes
28*15,جوزية الشهد 28*15جم,28*15 28x15g,ITM-02142,,General,g,,0.00,0.00,0,5,yes
2800W 3,2800W توصيلة كهرباء النجم 3 متر,2800W Extension Cord Al Najm 2800 3m,ITM-12760,,General,pcs,,0.00,0.00,0,5,yes
2800W 3,2800W توصيلة كهرباء النجم الاصلي 3 متر,2800W Extension Cord Al Najm 2800 3m,ITM-13010,,General,pcs,,0.00,0.00,0,5,yes
2800W 3,2800W توصيلة كهرباء النجم 3 متر,2800W Extension Cord Al Najm 2800 3m,ITM-13648,,General,pcs,,0.00,0.00,0,5,yes
2800W 5,2800W توصيلة كهرباء النجم 5 متر,2800W Extension Cord Al Najm 2800 5m,ITM-13501,,General,pcs,,0.00,0.00,0,5,yes
2800W 50/60HZ 3,2800W 50/60HZ توصيلة كهرباء النجم 3متر,2800W 50/60HZ Extension Cord Al Najm 2800 3m,ITM-13011,,General,pcs,,0.00,0.00,0,5,yes
2800W 50/60HZ 3,2800W 50/60HZ توصيلة كهرباء النجم 3م,2800W 50/60HZ Extension Cord Al Najm 2800 3m,ITM-14441,,General,pcs,,0.00,0.00,0,5,yes
2800W 7,2800W توصيلة كهرباء النجم 7 متر,2800W Extension Cord Al Najm 2800 7m,ITM-12932,,General,pcs,,0.00,0.00,0,5,yes
2Almarai 400,نيورالاك 2المراعي 400ج,2Almarai 2 400g,ITM-04586,,General,g,,0.00,0.00,0,5,yes
2rwl Fayn Lltnshyf,2رول فاين للتنشيف,Fine 2,ITM-12057,,General,pcs,,0.00,0.00,0,5,yes
3 * 250,أنشانتر بودرة معطرة 3 * 250 ج عرض خاص,3 250g,ITM-17372,,Personal Care,g,,0.00,0.00,0,5,yes
3 +500,مزيل بقع فانيش 3لتر+500مل,Remover +500 3L 500ml,ITM-00128,,General,L,,0.00,0.00,0,5,yes
